Dataset,Model,Period,Feature,Rank
Backblaze,NN,7,3,2
Backblaze,NN,7,6,3
Backblaze,NN,7,5,3
Backblaze,NN,7,7,3
Backblaze,NN,7,11,3
Backblaze,NN,7,14,4
Backblaze,NN,7,10,4
Backblaze,NN,7,13,4
Backblaze,NN,7,2,4
Backblaze,NN,7,0,4
Backblaze,NN,7,8,4
Backblaze,NN,7,12,4
Backblaze,NN,7,15,4
Backblaze,NN,7,9,4
Backblaze,NN,7,16,4
Backblaze,NN,7,4,4
Backblaze,NN,8,1,1
Backblaze,NN,8,11,2
Backblaze,NN,8,3,2
Backblaze,NN,8,14,3
Backblaze,NN,8,6,3
Backblaze,NN,8,7,3
Backblaze,NN,8,8,4
Backblaze,NN,8,0,4
Backblaze,NN,8,4,4
Backblaze,NN,8,12,4
Backblaze,NN,8,5,4
Backblaze,NN,8,10,4
Backblaze,NN,8,15,4
Backblaze,NN,8,2,4
Backblaze,NN,8,9,4
Backblaze,NN,8,16,4
Backblaze,NN,8,13,4
Backblaze,NN,9,1,1
Backblaze,NN,9,3,2
Backblaze,NN,9,11,3
Backblaze,NN,9,5,3
Backblaze,NN,9,6,3
Backblaze,NN,9,7,3
Backblaze,NN,9,14,4
Backblaze,NN,9,8,4
Backblaze,NN,9,12,4
Backblaze,NN,9,10,4
Backblaze,NN,9,0,4
Backblaze,NN,9,4,4
Backblaze,NN,9,13,4
Backblaze,NN,9,15,4
Backblaze,NN,9,9,4
Backblaze,NN,9,2,4
Backblaze,NN,9,16,4
Backblaze,NN,10,1,1
Backblaze,NN,10,3,2
Backblaze,NN,10,6,3
Backblaze,NN,10,7,3
Backblaze,NN,10,11,4
Backblaze,NN,10,14,4
Backblaze,NN,10,12,4
Backblaze,NN,10,0,4
Backblaze,NN,10,10,4
Backblaze,NN,10,15,4
Backblaze,NN,10,8,4
Backblaze,NN,10,4,4
Backblaze,NN,10,9,4
Backblaze,NN,10,5,4
Backblaze,NN,10,13,4
Backblaze,NN,10,16,4
Backblaze,NN,10,2,4
Backblaze,NN,11,3,1
Backblaze,NN,11,7,2
Backblaze,NN,11,6,2
Backblaze,NN,11,11,3
Backblaze,NN,11,1,3
Backblaze,NN,11,8,4
Backblaze,NN,11,0,4
Backblaze,NN,11,12,4
Backblaze,NN,11,14,4
Backblaze,NN,11,15,4
Backblaze,NN,11,10,5
Backblaze,NN,11,4,5
Backblaze,NN,11,9,5
Backblaze,NN,11,13,5
Backblaze,NN,11,16,5
Backblaze,NN,11,5,5
Backblaze,NN,11,2,5
Backblaze,NN,12,7,1
Backblaze,NN,12,1,1
Backblaze,NN,12,6,1
Backblaze,NN,12,8,2
Backblaze,NN,12,3,2
Backblaze,NN,12,11,2
Backblaze,NN,12,12,3
Backblaze,NN,12,10,3
Backblaze,NN,12,14,3
Backblaze,NN,12,0,3
Backblaze,NN,12,4,3
Backblaze,NN,12,15,3
Backblaze,NN,12,13,3
Backblaze,NN,12,9,3
Backblaze,NN,12,2,3
Backblaze,NN,12,5,3
Backblaze,NN,12,16,3
Backblaze,NN,13,3,1
Backblaze,NN,13,1,1
Backblaze,NN,13,11,2
Backblaze,NN,13,10,3
Backblaze,NN,13,5,3
Backblaze,NN,13,6,3
Backblaze,NN,13,7,3
Backblaze,NN,13,4,3
Backblaze,NN,13,12,3
Backblaze,NN,13,14,4
Backblaze,NN,13,0,4
Backblaze,NN,13,8,4
Backblaze,NN,13,15,4
Backblaze,NN,13,13,4
Backblaze,NN,13,9,4
Backblaze,NN,13,2,4
Backblaze,NN,13,16,4
Backblaze,NN,14,1,1
Backblaze,NN,14,3,2
Backblaze,NN,14,7,3
Backblaze,NN,14,11,3
Backblaze,NN,14,6,4
Backblaze,NN,14,5,4
Backblaze,NN,14,15,5
Backblaze,NN,14,10,5
Backblaze,NN,14,14,5
Backblaze,NN,14,4,5
Backblaze,NN,14,8,5
Backblaze,NN,14,13,5
Backblaze,NN,14,12,5
Backblaze,NN,14,0,5
Backblaze,NN,14,9,5
Backblaze,NN,14,2,5
Backblaze,NN,14,16,5
Backblaze,NN,15,1,1
Backblaze,NN,15,3,2
Backblaze,NN,15,6,2
Backblaze,NN,15,7,2
Backblaze,NN,15,11,2
Backblaze,NN,15,5,2
Backblaze,NN,15,12,3
Backblaze,NN,15,14,3
Backblaze,NN,15,8,3
Backblaze,NN,15,13,3
Backblaze,NN,15,0,3
Backblaze,NN,15,10,3
Backblaze,NN,15,15,3
Backblaze,NN,15,4,3
Backblaze,NN,15,9,3
Backblaze,NN,15,16,3
Backblaze,NN,15,2,3
Backblaze,NN,16,1,1
Backblaze,NN,16,3,2
Backblaze,NN,16,7,2
Backblaze,NN,16,6,3
Backblaze,NN,16,11,3
Backblaze,NN,16,14,3
Backblaze,NN,16,5,3
Backblaze,NN,16,0,4
Backblaze,NN,16,12,4
Backblaze,NN,16,10,4
Backblaze,NN,16,13,4
Backblaze,NN,16,4,4
Backblaze,NN,16,2,4
Backblaze,NN,16,8,4
Backblaze,NN,16,9,4
Backblaze,NN,16,15,4
Backblaze,NN,16,16,4
Backblaze,NN,17,1,1
Backblaze,NN,17,8,2
Backblaze,NN,17,3,2
Backblaze,NN,17,7,2
Backblaze,NN,17,11,3
Backblaze,NN,17,6,3
Backblaze,NN,17,14,3
Backblaze,NN,17,9,3
Backblaze,NN,17,0,4
Backblaze,NN,17,12,4
Backblaze,NN,17,4,4
Backblaze,NN,17,10,4
Backblaze,NN,17,15,4
Backblaze,NN,17,5,4
Backblaze,NN,17,2,4
Backblaze,NN,17,13,4
Backblaze,NN,17,16,4
Backblaze,NN,18,1,1
Backblaze,NN,18,8,2
Backblaze,NN,18,7,3
Backblaze,NN,18,5,4
Backblaze,NN,18,11,4
Backblaze,NN,18,3,5
Backblaze,NN,18,6,5
Backblaze,NN,18,14,5
Backblaze,NN,18,12,5
Backblaze,NN,18,10,5
Backblaze,NN,18,0,5
Backblaze,NN,18,13,5
Backblaze,NN,18,15,5
Backblaze,NN,18,2,5
Backblaze,NN,18,4,5
Backblaze,NN,18,16,5
Backblaze,NN,18,9,5
Backblaze,NN,19,1,1
Backblaze,NN,19,6,2
Backblaze,NN,19,7,2
Backblaze,NN,19,3,3
Backblaze,NN,19,11,4
Backblaze,NN,19,8,4
Backblaze,NN,19,12,5
Backblaze,NN,19,4,5
Backblaze,NN,19,5,5
Backblaze,NN,19,14,5
Backblaze,NN,19,0,5
Backblaze,NN,19,10,5
Backblaze,NN,19,15,5
Backblaze,NN,19,13,5
Backblaze,NN,19,2,5
Backblaze,NN,19,9,5
Backblaze,NN,19,16,5
Backblaze,NN,20,1,1
Backblaze,NN,20,6,2
Backblaze,NN,20,11,3
Backblaze,NN,20,8,3
Backblaze,NN,20,3,3
Backblaze,NN,20,7,3
Backblaze,NN,20,12,4
Backblaze,NN,20,0,4
Backblaze,NN,20,10,5
Backblaze,NN,20,14,5
Backblaze,NN,20,5,5
Backblaze,NN,20,4,5
Backblaze,NN,20,13,5
Backblaze,NN,20,16,5
Backblaze,NN,20,2,5
Backblaze,NN,20,9,5
Backblaze,NN,20,15,5
Backblaze,NN,21,1,1
Backblaze,NN,21,3,2
Backblaze,NN,21,8,3
Backblaze,NN,21,6,3
Backblaze,NN,21,7,3
Backblaze,NN,21,11,4
Backblaze,NN,21,14,5
Backblaze,NN,21,10,5
Backblaze,NN,21,4,5
Backblaze,NN,21,0,5
Backblaze,NN,21,12,6
Backblaze,NN,21,5,6
Backblaze,NN,21,15,6
Backblaze,NN,21,9,6
Backblaze,NN,21,2,6
Backblaze,NN,21,13,6
Backblaze,NN,21,16,6
Backblaze,NN,22,1,1
Backblaze,NN,22,3,2
Backblaze,NN,22,6,3
Backblaze,NN,22,7,3
Backblaze,NN,22,11,3
Backblaze,NN,22,8,3
Backblaze,NN,22,14,4
Backblaze,NN,22,10,4
Backblaze,NN,22,4,4
Backblaze,NN,22,5,4
Backblaze,NN,22,12,4
Backblaze,NN,22,0,4
Backblaze,NN,22,15,4
Backblaze,NN,22,13,4
Backblaze,NN,22,9,4
Backblaze,NN,22,2,4
Backblaze,NN,22,16,4
Backblaze,NN,23,1,1
Backblaze,NN,23,6,2
Backblaze,NN,23,3,3
Backblaze,NN,23,11,4
Backblaze,NN,23,7,4
Backblaze,NN,23,8,4
Backblaze,NN,23,12,4
Backblaze,NN,23,14,4
Backblaze,NN,23,0,5
Backblaze,NN,23,4,5
Backblaze,NN,23,10,5
Backblaze,NN,23,5,6
Backblaze,NN,23,15,6
Backblaze,NN,23,13,6
Backblaze,NN,23,9,6
Backblaze,NN,23,2,6
Backblaze,NN,23,16,6
Backblaze,NN,24,1,1
Backblaze,NN,24,7,2
Backblaze,NN,24,3,2
Backblaze,NN,24,8,3
Backblaze,NN,24,11,4
Backblaze,NN,24,6,5
Backblaze,NN,24,5,6
Backblaze,NN,24,10,6
Backblaze,NN,24,2,6
Backblaze,NN,24,4,6
Backblaze,NN,24,15,6
Backblaze,NN,24,12,7
Backblaze,NN,24,0,7
Backblaze,NN,24,9,7
Backblaze,NN,24,13,7
Backblaze,NN,24,16,7
Backblaze,NN,24,14,7
Backblaze,NN,25,3,1
Backblaze,NN,25,7,2
Backblaze,NN,25,6,2
Backblaze,NN,25,1,3
Backblaze,NN,25,11,4
Backblaze,NN,25,14,4
Backblaze,NN,25,8,5
Backblaze,NN,25,12,5
Backblaze,NN,25,5,5
Backblaze,NN,25,0,6
Backblaze,NN,25,10,6
Backblaze,NN,25,15,6
Backblaze,NN,25,2,6
Backblaze,NN,25,4,6
Backblaze,NN,25,9,6
Backblaze,NN,25,13,6
Backblaze,NN,25,16,6
Backblaze,NN,26,1,1
Backblaze,NN,26,8,2
Backblaze,NN,26,7,2
Backblaze,NN,26,3,2
Backblaze,NN,26,6,2
Backblaze,NN,26,11,3
Backblaze,NN,26,14,3
Backblaze,NN,26,12,4
Backblaze,NN,26,10,4
Backblaze,NN,26,0,4
Backblaze,NN,26,13,4
Backblaze,NN,26,4,4
Backblaze,NN,26,5,4
Backblaze,NN,26,15,4
Backblaze,NN,26,2,4
Backblaze,NN,26,9,4
Backblaze,NN,26,16,4
Backblaze,NN,27,1,1
Backblaze,NN,27,3,2
Backblaze,NN,27,11,3
Backblaze,NN,27,7,4
Backblaze,NN,27,5,5
Backblaze,NN,27,8,5
Backblaze,NN,27,12,6
Backblaze,NN,27,6,7
Backblaze,NN,27,14,7
Backblaze,NN,27,10,7
Backblaze,NN,27,0,7
Backblaze,NN,27,4,7
Backblaze,NN,27,15,7
Backblaze,NN,27,13,7
Backblaze,NN,27,9,7
Backblaze,NN,27,16,7
Backblaze,NN,27,2,7
Backblaze,NN,28,1,1
Backblaze,NN,28,3,2
Backblaze,NN,28,6,2
Backblaze,NN,28,7,3
Backblaze,NN,28,8,3
Backblaze,NN,28,4,3
Backblaze,NN,28,11,3
Backblaze,NN,28,12,3
Backblaze,NN,28,14,4
Backblaze,NN,28,5,4
Backblaze,NN,28,10,4
Backblaze,NN,28,0,4
Backblaze,NN,28,13,4
Backblaze,NN,28,15,4
Backblaze,NN,28,16,4
Backblaze,NN,28,9,4
Backblaze,NN,28,2,4
Backblaze,NN,29,1,1
Backblaze,NN,29,3,2
Backblaze,NN,29,6,3
Backblaze,NN,29,5,3
Backblaze,NN,29,11,3
Backblaze,NN,29,7,4
Backblaze,NN,29,14,4
Backblaze,NN,29,12,5
Backblaze,NN,29,4,5
Backblaze,NN,29,8,5
Backblaze,NN,29,13,5
Backblaze,NN,29,10,5
Backblaze,NN,29,0,5
Backblaze,NN,29,15,5
Backblaze,NN,29,9,5
Backblaze,NN,29,16,5
Backblaze,NN,29,2,5
Backblaze,NN,30,1,1
Backblaze,NN,30,6,2
Backblaze,NN,30,3,3
Backblaze,NN,30,11,4
Backblaze,NN,30,8,4
Backblaze,NN,30,7,4
Backblaze,NN,30,5,4
Backblaze,NN,30,14,4
Backblaze,NN,30,12,5
Backblaze,NN,30,15,5
Backblaze,NN,30,10,5
Backblaze,NN,30,0,5
Backblaze,NN,30,13,5
Backblaze,NN,30,9,5
Backblaze,NN,30,4,5
Backblaze,NN,30,16,5
Backblaze,NN,30,2,5
Backblaze,NN,31,1,1
Backblaze,NN,31,3,2
Backblaze,NN,31,11,3
Backblaze,NN,31,8,3
Backblaze,NN,31,7,4
Backblaze,NN,31,5,4
Backblaze,NN,31,14,5
Backblaze,NN,31,6,5
Backblaze,NN,31,12,5
Backblaze,NN,31,0,5
Backblaze,NN,31,10,6
Backblaze,NN,31,4,6
Backblaze,NN,31,13,6
Backblaze,NN,31,15,6
Backblaze,NN,31,9,6
Backblaze,NN,31,16,6
Backblaze,NN,31,2,6
Backblaze,NN,32,1,1
Backblaze,NN,32,3,2
Backblaze,NN,32,6,3
Backblaze,NN,32,7,3
Backblaze,NN,32,14,3
Backblaze,NN,32,11,3
Backblaze,NN,32,8,4
Backblaze,NN,32,5,4
Backblaze,NN,32,12,4
Backblaze,NN,32,4,5
Backblaze,NN,32,10,5
Backblaze,NN,32,0,5
Backblaze,NN,32,13,5
Backblaze,NN,32,9,5
Backblaze,NN,32,15,5
Backblaze,NN,32,16,5
Backblaze,NN,32,2,5
Backblaze,NN,33,1,1
Backblaze,NN,33,3,2
Backblaze,NN,33,8,3
Backblaze,NN,33,6,4
Backblaze,NN,33,4,4
Backblaze,NN,33,5,4
Backblaze,NN,33,7,4
Backblaze,NN,33,11,4
Backblaze,NN,33,10,5
Backblaze,NN,33,12,5
Backblaze,NN,33,14,5
Backblaze,NN,33,0,5
Backblaze,NN,33,13,5
Backblaze,NN,33,15,5
Backblaze,NN,33,9,5
Backblaze,NN,33,16,5
Backblaze,NN,33,2,5
Backblaze,NN,34,1,1
Backblaze,NN,34,3,2
Backblaze,NN,34,7,3
Backblaze,NN,34,8,4
Backblaze,NN,34,11,4
Backblaze,NN,34,5,5
Backblaze,NN,34,14,5
Backblaze,NN,34,6,5
Backblaze,NN,34,4,5
Backblaze,NN,34,15,6
Backblaze,NN,34,12,6
Backblaze,NN,34,13,6
Backblaze,NN,34,10,6
Backblaze,NN,34,9,6
Backblaze,NN,34,0,6
Backblaze,NN,34,16,6
Backblaze,NN,34,2,6
Backblaze,NN,35,1,1
Backblaze,NN,35,3,2
Backblaze,NN,35,6,2
Backblaze,NN,35,7,3
Backblaze,NN,35,11,3
Backblaze,NN,35,4,3
Backblaze,NN,35,8,3
Backblaze,NN,35,5,3
Backblaze,NN,35,14,3
Backblaze,NN,35,12,4
Backblaze,NN,35,10,4
Backblaze,NN,35,0,4
Backblaze,NN,35,13,4
Backblaze,NN,35,9,4
Backblaze,NN,35,15,4
Backblaze,NN,35,16,4
Backblaze,NN,35,2,4
Backblaze,NN,36,1,1
Backblaze,NN,36,3,2
Backblaze,NN,36,6,3
Backblaze,NN,36,7,4
Backblaze,NN,36,14,5
Backblaze,NN,36,11,5
Backblaze,NN,36,5,5
Backblaze,NN,36,15,6
Backblaze,NN,36,8,6
Backblaze,NN,36,12,6
Backblaze,NN,36,4,6
Backblaze,NN,36,10,6
Backblaze,NN,36,0,6
Backblaze,NN,36,13,6
Backblaze,NN,36,9,6
Backblaze,NN,36,16,6
Backblaze,NN,36,2,6
Backblaze,RF,1,1,1
Backblaze,RF,1,2,2
Backblaze,RF,1,8,2
Backblaze,RF,1,6,2
Backblaze,RF,1,3,2
Backblaze,RF,1,5,2
Backblaze,RF,1,11,2
Backblaze,RF,1,4,2
Backblaze,RF,1,7,2
Backblaze,RF,1,14,2
Backblaze,RF,1,0,2
Backblaze,RF,1,9,2
Backblaze,RF,1,12,2
Backblaze,RF,1,10,2
Backblaze,RF,1,13,2
Backblaze,RF,1,15,2
Backblaze,RF,1,16,2
Backblaze,RF,2,1,1
Backblaze,RF,2,3,2
Backblaze,RF,2,6,2
Backblaze,RF,2,4,2
Backblaze,RF,2,5,2
Backblaze,RF,2,2,2
Backblaze,RF,2,11,2
Backblaze,RF,2,7,2
Backblaze,RF,2,14,2
Backblaze,RF,2,0,2
Backblaze,RF,2,8,2
Backblaze,RF,2,13,2
Backblaze,RF,2,9,2
Backblaze,RF,2,12,2
Backblaze,RF,2,15,2
Backblaze,RF,2,10,2
Backblaze,RF,2,16,2
Backblaze,RF,3,1,1
Backblaze,RF,3,3,2
Backblaze,RF,3,2,2
Backblaze,RF,3,8,2
Backblaze,RF,3,4,2
Backblaze,RF,3,6,2
Backblaze,RF,3,5,2
Backblaze,RF,3,11,2
Backblaze,RF,3,7,2
Backblaze,RF,3,0,2
Backblaze,RF,3,14,2
Backblaze,RF,3,9,2
Backblaze,RF,3,15,2
Backblaze,RF,3,13,2
Backblaze,RF,3,12,2
Backblaze,RF,3,10,2
Backblaze,RF,3,16,2
Backblaze,RF,4,1,1
Backblaze,RF,4,3,2
Backblaze,RF,4,6,3
Backblaze,RF,4,4,3
Backblaze,RF,4,2,3
Backblaze,RF,4,8,3
Backblaze,RF,4,7,3
Backblaze,RF,4,11,3
Backblaze,RF,4,14,3
Backblaze,RF,4,5,3
Backblaze,RF,4,0,3
Backblaze,RF,4,12,3
Backblaze,RF,4,9,3
Backblaze,RF,4,10,3
Backblaze,RF,4,16,3
Backblaze,RF,4,13,3
Backblaze,RF,4,15,3
Backblaze,RF,5,1,1
Backblaze,RF,5,6,2
Backblaze,RF,5,3,2
Backblaze,RF,5,2,2
Backblaze,RF,5,4,2
Backblaze,RF,5,11,2
Backblaze,RF,5,7,2
Backblaze,RF,5,14,2
Backblaze,RF,5,5,2
Backblaze,RF,5,0,2
Backblaze,RF,5,15,2
Backblaze,RF,5,8,2
Backblaze,RF,5,12,2
Backblaze,RF,5,10,2
Backblaze,RF,5,9,2
Backblaze,RF,5,13,2
Backblaze,RF,5,16,2
Backblaze,RF,6,1,1
Backblaze,RF,6,6,2
Backblaze,RF,6,4,3
Backblaze,RF,6,2,3
Backblaze,RF,6,7,3
Backblaze,RF,6,11,3
Backblaze,RF,6,3,3
Backblaze,RF,6,5,3
Backblaze,RF,6,0,3
Backblaze,RF,6,14,3
Backblaze,RF,6,12,3
Backblaze,RF,6,9,3
Backblaze,RF,6,8,3
Backblaze,RF,6,15,3
Backblaze,RF,6,10,3
Backblaze,RF,6,13,3
Backblaze,RF,6,16,3
Backblaze,RF,7,1,1
Backblaze,RF,7,5,2
Backblaze,RF,7,3,2
Backblaze,RF,7,2,2
Backblaze,RF,7,6,2
Backblaze,RF,7,11,2
Backblaze,RF,7,4,2
Backblaze,RF,7,7,2
Backblaze,RF,7,12,2
Backblaze,RF,7,14,2
Backblaze,RF,7,0,2
Backblaze,RF,7,10,2
Backblaze,RF,7,8,2
Backblaze,RF,7,9,2
Backblaze,RF,7,15,2
Backblaze,RF,7,16,2
Backblaze,RF,7,13,2
Backblaze,RF,8,1,1
Backblaze,RF,8,6,2
Backblaze,RF,8,2,2
Backblaze,RF,8,3,2
Backblaze,RF,8,7,2
Backblaze,RF,8,4,2
Backblaze,RF,8,11,2
Backblaze,RF,8,14,2
Backblaze,RF,8,0,2
Backblaze,RF,8,5,2
Backblaze,RF,8,12,2
Backblaze,RF,8,8,2
Backblaze,RF,8,10,2
Backblaze,RF,8,9,2
Backblaze,RF,8,15,2
Backblaze,RF,8,13,2
Backblaze,RF,8,16,2
Backblaze,RF,9,1,1
Backblaze,RF,9,11,1
Backblaze,RF,9,3,2
Backblaze,RF,9,6,2
Backblaze,RF,9,4,2
Backblaze,RF,9,8,2
Backblaze,RF,9,7,2
Backblaze,RF,9,2,2
Backblaze,RF,9,0,2
Backblaze,RF,9,14,2
Backblaze,RF,9,12,2
Backblaze,RF,9,5,2
Backblaze,RF,9,9,2
Backblaze,RF,9,10,2
Backblaze,RF,9,15,2
Backblaze,RF,9,13,2
Backblaze,RF,9,16,2
Backblaze,RF,10,1,1
Backblaze,RF,10,3,2
Backblaze,RF,10,6,2
Backblaze,RF,10,11,2
Backblaze,RF,10,2,2
Backblaze,RF,10,7,2
Backblaze,RF,10,4,2
Backblaze,RF,10,14,2
Backblaze,RF,10,5,2
Backblaze,RF,10,0,2
Backblaze,RF,10,12,2
Backblaze,RF,10,8,2
Backblaze,RF,10,10,2
Backblaze,RF,10,9,2
Backblaze,RF,10,13,2
Backblaze,RF,10,15,2
Backblaze,RF,10,16,2
Backblaze,RF,11,1,1
Backblaze,RF,11,3,2
Backblaze,RF,11,8,2
Backblaze,RF,11,11,2
Backblaze,RF,11,6,2
Backblaze,RF,11,2,2
Backblaze,RF,11,7,2
Backblaze,RF,11,15,2
Backblaze,RF,11,4,2
Backblaze,RF,11,0,2
Backblaze,RF,11,5,2
Backblaze,RF,11,14,2
Backblaze,RF,11,12,2
Backblaze,RF,11,9,2
Backblaze,RF,11,10,2
Backblaze,RF,11,16,2
Backblaze,RF,11,13,2
Backblaze,RF,12,1,1
Backblaze,RF,12,8,2
Backblaze,RF,12,6,3
Backblaze,RF,12,7,3
Backblaze,RF,12,2,3
Backblaze,RF,12,3,3
Backblaze,RF,12,11,3
Backblaze,RF,12,4,3
Backblaze,RF,12,14,3
Backblaze,RF,12,10,3
Backblaze,RF,12,5,3
Backblaze,RF,12,0,3
Backblaze,RF,12,12,3
Backblaze,RF,12,15,3
Backblaze,RF,12,9,3
Backblaze,RF,12,13,3
Backblaze,RF,12,16,3
Backblaze,RF,13,1,1
Backblaze,RF,13,3,2
Backblaze,RF,13,4,2
Backblaze,RF,13,2,2
Backblaze,RF,13,6,2
Backblaze,RF,13,8,2
Backblaze,RF,13,11,2
Backblaze,RF,13,14,2
Backblaze,RF,13,5,2
Backblaze,RF,13,7,2
Backblaze,RF,13,0,2
Backblaze,RF,13,12,2
Backblaze,RF,13,9,2
Backblaze,RF,13,10,2
Backblaze,RF,13,16,2
Backblaze,RF,13,13,2
Backblaze,RF,13,15,2
Backblaze,RF,14,1,1
Backblaze,RF,14,3,2
Backblaze,RF,14,2,3
Backblaze,RF,14,6,3
Backblaze,RF,14,7,3
Backblaze,RF,14,11,3
Backblaze,RF,14,8,3
Backblaze,RF,14,4,3
Backblaze,RF,14,14,3
Backblaze,RF,14,10,3
Backblaze,RF,14,0,3
Backblaze,RF,14,5,3
Backblaze,RF,14,15,3
Backblaze,RF,14,12,3
Backblaze,RF,14,13,3
Backblaze,RF,14,9,3
Backblaze,RF,14,16,3
Backblaze,RF,15,1,1
Backblaze,RF,15,6,2
Backblaze,RF,15,5,2
Backblaze,RF,15,3,2
Backblaze,RF,15,2,2
Backblaze,RF,15,14,2
Backblaze,RF,15,11,2
Backblaze,RF,15,4,2
Backblaze,RF,15,7,2
Backblaze,RF,15,0,2
Backblaze,RF,15,12,2
Backblaze,RF,15,9,2
Backblaze,RF,15,15,2
Backblaze,RF,15,13,2
Backblaze,RF,15,16,2
Backblaze,RF,15,10,2
Backblaze,RF,15,8,2
Backblaze,RF,16,1,1
Backblaze,RF,16,6,2
Backblaze,RF,16,5,2
Backblaze,RF,16,7,2
Backblaze,RF,16,4,2
Backblaze,RF,16,3,2
Backblaze,RF,16,2,2
Backblaze,RF,16,14,2
Backblaze,RF,16,11,2
Backblaze,RF,16,9,2
Backblaze,RF,16,0,2
Backblaze,RF,16,12,2
Backblaze,RF,16,10,2
Backblaze,RF,16,13,2
Backblaze,RF,16,8,2
Backblaze,RF,16,15,2
Backblaze,RF,16,16,2
Backblaze,RF,17,1,1
Backblaze,RF,17,8,2
Backblaze,RF,17,2,2
Backblaze,RF,17,3,3
Backblaze,RF,17,11,3
Backblaze,RF,17,6,3
Backblaze,RF,17,4,3
Backblaze,RF,17,7,3
Backblaze,RF,17,14,3
Backblaze,RF,17,9,3
Backblaze,RF,17,0,3
Backblaze,RF,17,15,3
Backblaze,RF,17,12,3
Backblaze,RF,17,5,3
Backblaze,RF,17,10,3
Backblaze,RF,17,16,3
Backblaze,RF,17,13,3
Backblaze,RF,18,1,1
Backblaze,RF,18,8,2
Backblaze,RF,18,6,3
Backblaze,RF,18,11,4
Backblaze,RF,18,2,4
Backblaze,RF,18,3,4
Backblaze,RF,18,7,4
Backblaze,RF,18,5,4
Backblaze,RF,18,14,4
Backblaze,RF,18,4,4
Backblaze,RF,18,0,4
Backblaze,RF,18,12,4
Backblaze,RF,18,10,4
Backblaze,RF,18,9,4
Backblaze,RF,18,15,4
Backblaze,RF,18,13,4
Backblaze,RF,18,16,4
Backblaze,RF,19,1,1
Backblaze,RF,19,6,2
Backblaze,RF,19,3,3
Backblaze,RF,19,7,3
Backblaze,RF,19,2,3
Backblaze,RF,19,8,3
Backblaze,RF,19,4,3
Backblaze,RF,19,11,3
Backblaze,RF,19,14,3
Backblaze,RF,19,0,3
Backblaze,RF,19,5,3
Backblaze,RF,19,12,3
Backblaze,RF,19,9,3
Backblaze,RF,19,10,3
Backblaze,RF,19,13,3
Backblaze,RF,19,16,3
Backblaze,RF,19,15,3
Backblaze,RF,20,1,1
Backblaze,RF,20,8,2
Backblaze,RF,20,6,3
Backblaze,RF,20,11,3
Backblaze,RF,20,2,3
Backblaze,RF,20,3,3
Backblaze,RF,20,4,3
Backblaze,RF,20,7,3
Backblaze,RF,20,0,3
Backblaze,RF,20,14,3
Backblaze,RF,20,12,3
Backblaze,RF,20,5,3
Backblaze,RF,20,10,3
Backblaze,RF,20,9,3
Backblaze,RF,20,15,3
Backblaze,RF,20,13,3
Backblaze,RF,20,16,3
Backblaze,RF,21,1,1
Backblaze,RF,21,8,2
Backblaze,RF,21,2,3
Backblaze,RF,21,6,4
Backblaze,RF,21,7,4
Backblaze,RF,21,14,4
Backblaze,RF,21,3,4
Backblaze,RF,21,4,4
Backblaze,RF,21,11,4
Backblaze,RF,21,0,4
Backblaze,RF,21,12,4
Backblaze,RF,21,15,4
Backblaze,RF,21,10,4
Backblaze,RF,21,5,4
Backblaze,RF,21,9,4
Backblaze,RF,21,16,4
Backblaze,RF,21,13,4
Backblaze,RF,22,1,1
Backblaze,RF,22,3,2
Backblaze,RF,22,6,3
Backblaze,RF,22,8,3
Backblaze,RF,22,11,3
Backblaze,RF,22,7,3
Backblaze,RF,22,2,3
Backblaze,RF,22,4,3
Backblaze,RF,22,14,3
Backblaze,RF,22,9,3
Backblaze,RF,22,0,3
Backblaze,RF,22,5,3
Backblaze,RF,22,12,3
Backblaze,RF,22,10,3
Backblaze,RF,22,13,3
Backblaze,RF,22,16,3
Backblaze,RF,22,15,3
Backblaze,RF,23,1,1
Backblaze,RF,23,6,2
Backblaze,RF,23,2,3
Backblaze,RF,23,8,3
Backblaze,RF,23,3,3
Backblaze,RF,23,4,3
Backblaze,RF,23,11,3
Backblaze,RF,23,7,3
Backblaze,RF,23,14,3
Backblaze,RF,23,0,3
Backblaze,RF,23,12,3
Backblaze,RF,23,5,3
Backblaze,RF,23,9,3
Backblaze,RF,23,15,3
Backblaze,RF,23,10,3
Backblaze,RF,23,16,3
Backblaze,RF,23,13,3
Backblaze,RF,24,1,1
Backblaze,RF,24,3,2
Backblaze,RF,24,8,3
Backblaze,RF,24,6,3
Backblaze,RF,24,7,3
Backblaze,RF,24,2,3
Backblaze,RF,24,4,3
Backblaze,RF,24,14,4
Backblaze,RF,24,11,4
Backblaze,RF,24,0,4
Backblaze,RF,24,12,4
Backblaze,RF,24,5,4
Backblaze,RF,24,15,4
Backblaze,RF,24,9,4
Backblaze,RF,24,10,4
Backblaze,RF,24,13,4
Backblaze,RF,24,16,4
Backblaze,RF,25,1,1
Backblaze,RF,25,2,2
Backblaze,RF,25,8,2
Backblaze,RF,25,3,2
Backblaze,RF,25,11,2
Backblaze,RF,25,6,2
Backblaze,RF,25,7,2
Backblaze,RF,25,4,2
Backblaze,RF,25,14,2
Backblaze,RF,25,0,2
Backblaze,RF,25,12,2
Backblaze,RF,25,15,2
Backblaze,RF,25,10,2
Backblaze,RF,25,5,2
Backblaze,RF,25,9,2
